#Reg ID X(")    Y(")    LogAge  [Fe/H]VI        logg    E(B-V)  V       eV      VI      eVI     RA(deg) Dec(deg)
6 64666 -44.29400 62.95100 10.00000 -1.47785 0.73899 0.03721 22.806 0.007 1.368 0.010 0.47933 -15.44333
6 64786 -43.97200 155.39000 9.80000 -1.64866 0.30996 0.05549 22.342 0.007 1.484 0.010 0.47942 -15.41767
6 64871 -43.71200 43.17700 10.00000 -1.72952 0.61965 0.03721 22.550 0.011 1.407 0.014 0.47950 -15.44883
6 5970 -43.43720 157.38600 9.80000 -1.71987 0.82702 0.05549 22.74 0.13 1.34 0.143178 0.5033159 -15.5076072
6 65000 -43.35000 268.20999 10.05000 -1.98589 0.88677 0.05387 22.903 0.009 1.289 0.011 0.47958 -15.38633
6 65099 -43.06400 208.08000 10.05000 -1.73312 0.99848 0.03482 23.107 0.009 1.242 0.013 0.47967 -15.40303
6 65259 -42.66500 39.32400 9.95000 -1.72643 0.78591 0.03721 22.736 0.011 1.331 0.014 0.47979 -15.44992
6 65485 -42.02100 -41.46800 9.60000 -1.46295 0.91039 0.05149 22.758 0.005 1.309 0.009 0.47996 -15.47236
6 65530 -41.87600 -156.58099 9.75000 -1.71811 1.00316 0.03692 22.882 0.010 1.242 0.013 0.48000 -15.50433
6 5907 -41.82300 86.76220 8.55000 -1.71667 1.40877 0.03800 22.25 0.05 1.06 0.0707107 0.5028675 -15.4879895
6 5893 -41.56060 122.04400 9.75000 -1.46678 0.65441 0.03800 22.52 0.07 1.41 0.0860233 0.5027946 -15.4977900
6 65642 -41.50800 -198.55099 9.90000 -1.47231 0.71245 0.03692 22.733 0.008 1.379 0.011 0.48013 -15.51597
6 5870 -41.17460 132.03600 10.20000 -1.99873 0.84430 0.03800 22.90 0.12 1.28 0.134164 0.5026874 -15.5005656
6 65792 -41.10000 139.47600 9.90000 -1.90118 0.94196 0.03549 23.055 0.005 1.313 0.011 0.48025 -15.42208
6 65907 -40.79900 -147.48801 9.45000 -1.46059 1.25618 0.03692 23.097 0.009 1.173 0.013 0.48033 -15.50181
6 65996 -40.54100 280.38400 10.15000 -1.48891 0.84847 0.03387 23.071 0.014 1.309 0.016 0.48042 -15.38294
6 66031 -40.42600 -28.19500 9.80000 -1.39797 0.22273 0.05149 22.546 0.007 1.544 0.009 0.48042 -15.46867
6 66063 -40.34000 42.95200 9.70000 -1.96765 0.97833 0.03721 22.718 0.008 1.232 0.012 0.48046 -15.44889
6 66065 -40.33200 -102.63000 9.65000 -1.71592 1.18943 0.03768 23.115 0.013 1.185 0.016 0.48046 -15.48933
6 5830 -40.19830 25.72850 10.25000 -1.90461 0.19563 0.03800 22.85 0.16 1.57 0.17088 0.5024162 -15.4710357
6 66168 -40.08200 292.86301 10.25000 -3.51573 1.06464 0.03387 22.975 0.008 1.101 0.010 0.48054 -15.37947
6 5819 -39.98340 74.52360 9.90000 -1.72404 0.88575 0.03800 22.84 0.08 1.29 0.1 0.5023565 -15.4845899
6 5816 -39.96650 61.07180 9.65000 -1.64675 0.07335 0.03800 22.01 0.05 1.5 0.0583095 0.5023518 -15.4808533
6 66274 -39.76300 128.95100 10.20000 -1.99876 0.82474 0.03549 22.862 0.009 1.286 0.012 0.48063 -15.42500
6 66448 -39.26600 244.43900 9.80000 -1.46836 0.75394 0.03387 22.666 0.005 1.361 0.008 0.48075 -15.39294
6 66568 -38.94100 348.12799 10.00000 -1.47802 0.94841 0.03327 23.075 0.013 1.274 0.014 0.48088 -15.36414
6 5759 -38.82920 -7.23816 9.90000 -1.90117 0.55677 0.03800 22.71 0.08 1.49 0.0943398 0.5020359 -15.4618783
6 66612 -38.82700 67.16400 9.95000 -1.39947 0.31964 0.03721 22.599 0.012 1.486 0.014 0.48088 -15.44217
6 5738 -38.49230 65.02000 8.85000 -1.71219 1.59416 0.03800 22.94 0.09 1.03 0.114018 0.5019423 -15.4819500
6 5728 -38.32450 -15.71180 9.20000 -1.95837 1.23876 0.03800 22.67 0.08 1.13 0.1 0.5018957 -15.4595245
6 66808 -38.26900 328.79300 10.05000 -1.48111 0.57276 0.03327 22.632 0.010 1.440 0.011 0.48104 -15.36950
6 66825 -38.21000 -235.25000 9.90000 -1.90118 0.59721 0.03435 22.605 0.008 1.479 0.009 0.48108 -15.52617
6 66827 -38.20100 280.97501 9.05000 -1.70786 1.50918 0.03387 23.098 0.013 1.069 0.015 0.48108 -15.38278
6 5699 -37.73810 32.27870 9.20000 -1.70977 1.16151 0.03800 22.69 0.11 1.19 0.142127 0.5017328 -15.4728552
6 67084 -37.49500 -88.22000 10.05000 -1.98558 0.91571 0.03768 22.907 0.012 1.255 0.014 0.48129 -15.48533
6 67102 -37.44500 -80.10900 10.30000 -1.65415 0.40053 0.03768 22.864 0.007 1.437 0.009 0.48129 -15.48308
6 5684 -37.39100 129.96500 9.90000 -3.98236 1.04414 0.03800 22.65 0.07 1.1 0.0921954 0.5016364 -15.4999903
6 67318 -36.84800 31.16500 8.80000 -1.46451 1.55400 0.03721 22.874 0.013 1.059 0.017 0.48146 -15.45217
6 67396 -36.64600 -75.21600 10.20000 -1.65733 0.60550 0.03768 22.750 0.011 1.427 0.016 0.48150 -15.48172
6 67441 -36.52600 122.68300 8.95000 -1.70775 1.34996 0.03549 22.638 0.018 1.099 0.023 0.48154 -15.42675
6 67737 -35.67600 497.27100 9.30000 -1.89380 0.77298 0.15170 22.573 0.009 1.496 0.011 0.48179 -15.32269
6 5593 -35.46720 -30.61870 9.55000 -1.96526 1.16137 0.05368 22.97 0.09 1.2 0.114018 0.5011020 -15.4553837
6 67926 -35.19100 258.31799 9.75000 -1.96929 0.83794 0.05387 22.607 0.005 1.317 0.008 0.48196 -15.38908
6 68040 -34.86700 16.10100 10.20000 -1.99876 0.82474 0.03721 22.870 0.007 1.290 0.011 0.48204 -15.45636
6 68105 -34.70900 -192.44600 9.95000 -1.90071 0.28139 0.03692 22.440 0.008 1.493 0.013 0.48208 -15.51428
6 68187 -34.46700 174.98500 10.10000 -1.40373 0.33968 0.03482 22.685 0.005 1.476 0.008 0.48217 -15.41222
6 68277 -34.19700 343.70801 10.20000 -2.50391 1.01522 0.03327 23.039 0.011 1.192 0.013 0.48225 -15.36536
6 5540 -34.17230 -9.25452 10.05000 -1.40272 -0.06664 0.03800 22.32 0.06 1.69 0.067082 0.5007423 -15.4613182
6 5538 -34.13410 14.46230 9.25000 -1.95953 1.27551 0.03800 22.78 0.12 1.12 0.144222 0.5007317 -15.4679062
6 68350 -33.98900 203.86301 9.40000 -1.46020 1.10775 0.03482 22.816 0.012 1.218 0.014 0.48229 -15.40419
6 68385 -33.89300 -205.93600 10.30000 -1.50472 0.74804 0.03692 22.996 0.007 1.346 0.009 0.48229 -15.51803
6 5515 -33.64240 10.30540 10.20000 -3.00750 1.02834 0.03800 22.96 0.12 1.15 0.169706 0.5005951 -15.4667515
6 68509 -33.59300 -102.88900 10.25000 -1.65544 0.31734 0.03768 22.767 0.009 1.469 0.011 0.48242 -15.48942
6 68533 -33.51200 -57.96400 9.90000 -1.47233 0.69591 0.03807 22.713 0.013 1.388 0.016 0.48242 -15.47694
6 5494 -33.32590 167.53400 10.30000 -1.40874 0.45071 0.06549 22.64 0.13 1.38 0.143178 0.5005072 -15.5104260
6 68924 -32.49900 -120.79800 10.10000 -1.73804 0.49373 0.03768 22.491 0.010 1.481 0.012 0.48271 -15.49439
6 69062 -32.09900 257.85800 10.20000 -1.74618 0.74997 0.05387 22.901 0.010 1.360 0.012 0.48283 -15.38919
6 69156 -31.88200 -173.38200 9.90000 -1.72426 1.07062 0.03692 23.099 0.010 1.219 0.013 0.48288 -15.50900
6 69158 -31.87800 -235.99699 10.30000 -1.50456 0.67108 0.03435 22.890 0.005 1.378 0.008 0.48288 -15.52639
6 5377 -30.85020 6.53580 10.05000 -1.98545 0.82390 0.03800 22.78 0.11 1.3 0.1253 0.4998195 -15.4657044
6 69543 -30.79800 -409.49100 10.30000 -1.40879 0.69273 0.03229 22.981 0.004 1.373 0.007 0.48321 -15.57458
6 5357 -30.53700 27.73440 9.80000 -1.72089 0.79153 0.03800 22.66 0.17 1.35 0.187883 0.4997325 -15.4715929
6 69724 -30.33500 111.56900 9.90000 -1.97569 1.12128 0.03549 23.091 0.009 1.178 0.012 0.48333 -15.42983
6 69883 -29.92200 104.88200 9.75000 -1.46704 1.09147 0.03549 23.097 0.014 1.227 0.018 0.48346 -15.43169
6 5317 -29.68340 -6.02244 10.10000 -1.40373 0.15740 0.03800 22.53 0.07 1.54 0.0806226 0.4994954 -15.4622160
6 70231 -29.03700 -179.21800 10.30000 -1.50610 0.65853 0.03692 22.974 0.006 1.428 0.010 0.48371 -15.51061
6 70232 -29.03200 159.13100 10.05000 -1.98558 0.91571 0.06549 22.994 0.009 1.292 0.013 0.48371 -15.41664
6 70301 -28.83500 -36.24700 10.05000 -1.73256 0.73461 0.05368 22.791 0.011 1.371 0.012 0.48379 -15.47089
6 5280 -28.68660 151.91499 9.55000 -1.64482 0.54136 0.06549 22.72 0.10 1.64 0.111803 0.4992185 -15.5060875
6 70451 -28.42800 95.67900 10.25000 -1.75296 0.47967 0.03549 22.565 0.012 1.483 0.015 0.48388 -15.43425
6 70570 -28.14500 -21.57200 10.00000 -1.72957 0.65281 0.05807 22.659 0.010 1.418 0.013 0.48396 -15.46683
6 70621 -28.00700 -80.82700 9.90000 -2.47970 0.96293 0.03768 22.746 0.012 1.215 0.014 0.48400 -15.48328
6 5245 -27.94500 6.11928 9.95000 -1.40170 0.51319 0.03800 22.69 0.10 1.52 0.111803 0.4990125 -15.4655887
6 70690 -27.81800 -209.57500 10.25000 -1.73936 0.86632 0.03692 23.052 0.008 1.285 0.011 0.48408 -15.51906
6 70691 -27.81800 15.53300 9.85000 -1.47037 0.91496 0.03721 22.932 0.011 1.297 0.014 0.48408 -15.45653
6 70758 -27.67100 124.44400 9.85000 -1.47021 0.43411 0.03549 22.480 0.011 1.500 0.013 0.48412 -15.42628
6 70827 -27.47500 82.87600 8.90000 -1.46150 1.54490 0.03721 22.974 0.006 1.070 0.011 0.48417 -15.43781
6 70851 -27.41400 25.54800 10.15000 -1.99427 0.76526 0.03721 22.758 0.013 1.319 0.016 0.48417 -15.45375
6 70870 -27.34600 20.20700 10.15000 -1.99459 0.96753 0.03721 23.048 0.012 1.228 0.016 0.48421 -15.45522
6 70886 -27.29000 305.67599 9.80000 -1.72099 0.93321 0.03387 22.855 0.008 1.283 0.010 0.48421 -15.37592
6 5212 -27.17640 -4.17708 10.15000 -1.90471 0.48197 0.03800 22.76 0.09 1.39 0.108167 0.4987990 -15.4627286
6 70993 -27.02700 414.44699 10.00000 -1.98114 0.79232 0.03295 22.679 0.005 1.306 0.007 0.48429 -15.34572
6 5181 -26.37360 25.48300 9.85000 -1.47021 0.81129 0.03800 22.80 0.17 1.34 0.183848 0.4985760 -15.4709675
6 71262 -26.35000 -293.72800 9.20000 -1.70847 1.44005 0.03435 23.063 0.009 1.083 0.012 0.48450 -15.54242
6 71310 -26.23300 140.05600 9.90000 -1.72399 0.91510 0.03549 22.877 0.010 1.275 0.013 0.48454 -15.42192
6 71328 -26.17600 -69.61900 9.65000 -1.46424 1.10857 0.03768 23.048 0.014 1.223 0.017 0.48454 -15.48017
6 71351 -26.10700 97.22300 10.20000 -1.90615 0.23612 0.03549 22.391 0.012 1.452 0.015 0.48454 -15.43383
6 5163 -26.07980 8.75808 9.75000 -1.97044 0.90470 0.03800 22.69 0.09 1.28 0.108167 0.4984944 -15.4663217
6 71390 -26.00100 -148.44901 9.90000 -2.98072 1.10844 0.03692 22.875 0.014 1.122 0.017 0.48458 -15.50206
6 71466 -25.81000 329.24799 9.60000 -1.71516 1.08466 0.03327 22.914 0.013 1.222 0.014 0.48467 -15.36939
6 71551 -25.58600 466.69601 10.20000 -1.74763 0.77407 0.03205 22.933 0.007 1.351 0.009 0.48471 -15.33119
6 5133 -25.44230 90.11560 9.70000 -1.46541 0.85964 0.03800 22.74 0.16 1.32 0.183576 0.4983173 -15.4889210
6 71767 -25.02200 -134.64799 9.70000 -1.92500 0.76471 0.03768 22.464 0.009 1.325 0.012 0.48487 -15.49822
6 71857 -24.77300 101.66900 9.10000 -1.70663 1.21684 0.03549 22.594 0.010 1.151 0.013 0.48496 -15.43258
6 5103 -24.68230 30.48010 8.80000 -1.46435 1.37428 0.03800 22.58 0.11 1.11 0.142127 0.4981062 -15.4723556
6 5092 -24.39180 12.05570 10.15000 -1.74021 0.58131 0.03800 22.61 0.09 1.42 0.102956 0.4980255 -15.4672377
6 72056 -24.24800 -128.50999 9.90000 -1.90118 0.97811 0.03768 23.111 0.014 1.302 0.017 0.48508 -15.49653
6 72254 -23.76300 -199.53600 10.25000 -1.73896 0.80281 0.03692 22.967 0.005 1.312 0.008 0.48525 -15.51625
6 72378 -23.47800 174.90300 10.10000 -1.99224 0.91755 0.03482 22.975 0.005 1.275 0.010 0.48533 -15.41225
6 5031 -22.73080 3.77208 9.70000 -2.97425 1.21677 0.03800 22.91 0.11 1.09 0.136015 0.4975641 -15.4649367
6 72708 -22.66200 -122.96200 10.20000 -1.90895 0.52168 0.03768 22.531 0.006 1.452 0.008 0.48554 -15.49500
6 5027 -22.61700 -31.65440 10.15000 -1.40409 0.17367 0.05807 22.76 0.08 1.61 0.0894427 0.4975325 -15.4550960
6 5013 -22.21520 98.93740 10.05000 -1.98552 0.85561 0.03800 22.82 0.14 1.28 0.166433 0.4974209 -15.4913715
6 72953 -22.07300 27.20000 10.05000 -1.73332 0.82163 0.03721 22.847 0.008 1.310 0.012 0.48571 -15.45328
6 4983 -21.56470 -30.57620 9.60000 -1.64636 0.76252 0.05807 22.73 0.07 1.43 0.0860233 0.4972402 -15.4553955
6 73182 -21.51500 -0.73300 9.45000 -1.46044 0.70035 0.03807 22.295 0.017 1.381 0.018 0.48588 -15.46103
6 73512 -20.67800 21.88600 10.05000 -1.98554 0.80567 0.03721 22.755 0.010 1.307 0.012 0.48613 -15.45475
6 4946 -20.65900 -35.14720 9.90000 -1.47232 0.36198 0.05807 22.38 0.06 1.59 0.072111 0.4969886 -15.4541258
6 73536 -20.63200 -448.12799 10.20000 -1.49364 0.73218 0.03229 22.985 0.004 1.367 0.007 0.48613 -15.58531
6 73546 -20.59700 -149.57800 9.90000 -1.72404 0.85005 0.08739 22.951 0.010 1.372 0.012 0.48617 -15.50239
6 73594 -20.46700 -180.83299 10.00000 -1.47803 0.91994 0.03692 23.048 0.008 1.288 0.011 0.48617 -15.51106
6 73625 -20.35700 -228.25600 10.10000 -1.73647 0.71788 0.03435 22.745 0.009 1.356 0.012 0.48621 -15.52425
6 4934 -20.32810 19.17070 10.25000 -1.49842 0.07475 0.03800 22.25 0.07 1.73 0.0806226 0.4968967 -15.4692141
6 73652 -20.30100 -414.51700 10.10000 -1.40373 0.26376 0.03229 22.601 0.003 1.504 0.005 0.48625 -15.57597
6 4932 -20.29640 171.57100 9.75000 -1.96940 0.97034 0.03800 22.75 0.13 1.24 0.152643 0.4968879 -15.5115475
6 73662 -20.28000 26.89600 10.00000 -1.47771 0.51285 0.03721 22.538 0.008 1.473 0.010 0.48625 -15.45336
6 73694 -20.19000 -150.90500 9.60000 -1.64637 0.65184 0.03692 22.521 0.009 1.461 0.010 0.48625 -15.50275
6 4916 -19.82300 81.33840 10.20000 -1.90615 0.38629 0.03800 22.58 0.21 1.41 0.232594 0.4967564 -15.4864829
6 4915 -19.79960 -32.29450 9.85000 -1.47026 0.42793 0.05807 22.41 0.06 1.55 0.072111 0.4967499 -15.4549182
6 4889 -19.21970 82.21250 10.00000 -1.98133 0.79315 0.03800 22.69 0.19 1.31 0.230217 0.4965888 -15.4867257
6 4887 -19.17220 -17.54320 9.50000 -1.71189 1.09050 0.03800 22.80 0.08 1.21 0.1 0.4965756 -15.4590158
6 74126 -19.17000 -207.60899 9.55000 -1.64482 0.45207 0.05692 22.388 0.009 1.457 0.010 0.48654 -15.51850
6 4872 -18.88490 -16.73100 10.20000 -1.49444 0.68007 0.03800 22.87 0.16 1.39 0.17088 0.4964958 -15.4592414
6 74276 -18.79600 96.47000 10.25000 -1.49836 0.74077 0.03549 22.982 0.010 1.348 0.015 0.48667 -15.43403
6 74294 -18.76200 224.71001 9.30000 -1.45986 1.12826 0.03482 22.755 0.014 1.206 0.017 0.48667 -15.39842
6 4866 -18.75890 85.43740 10.00000 -1.47768 0.45241 0.03800 22.48 0.07 1.51 0.0806226 0.4964608 -15.4876215
6 74337 -18.64400 -35.76100 10.05000 -1.73308 0.72079 0.05807 22.789 0.009 1.389 0.012 0.48671 -15.47078
6 74429 -18.42200 187.36600 10.25000 -3.51878 1.10651 0.03482 23.054 0.013 1.090 0.017 0.48679 -15.40878
6 74479 -18.29500 239.58900 10.00000 -1.98149 1.02549 0.03387 23.010 0.012 1.210 0.014 0.48679 -15.39428
6 74774 -17.49100 117.76300 9.15000 -1.45809 1.39613 0.03549 23.024 0.011 1.117 0.015 0.48704 -15.42811
6 4803 -17.35310 -3.55752 9.75000 -1.71786 0.64591 0.03800 22.40 0.07 1.4 0.0806226 0.4960703 -15.4629007
6 74922 -17.12200 -188.60001 9.85000 -1.47121 0.98434 0.03692 23.056 0.010 1.278 0.012 0.48717 -15.51322
6 74930 -17.10800 60.51600 9.30000 -1.70991 1.23252 0.03721 22.835 0.010 1.153 0.013 0.48717 -15.44403
6 74956 -17.05000 -73.69600 10.15000 -1.74258 0.66974 0.03768 22.767 0.008 1.404 0.010 0.48717 -15.48131
6 75091 -16.69300 123.44600 9.95000 -1.97851 1.06587 0.03549 23.041 0.010 1.196 0.014 0.48729 -15.42656
6 4778 -16.64350 -71.25410 9.60000 -1.96463 0.78237 0.03800 22.35 0.14 1.32 0.161245 0.4958732 -15.4440961
6 75153 -16.52100 -84.79400 10.15000 -1.90471 0.48507 0.03768 22.805 0.009 1.410 0.011 0.48733 -15.48439
6 75178 -16.45900 314.55801 10.05000 -1.48250 0.87836 0.03327 23.077 0.012 1.330 0.013 0.48733 -15.37344
6 4762 -16.28140 9.21888 9.25000 -1.70933 1.33222 0.03800 22.95 0.11 1.12 0.148661 0.4957726 -15.4664497
6 75394 -15.89200 -48.29800 10.00000 -1.98113 0.97439 0.03807 22.966 0.008 1.229 0.011 0.48750 -15.47425
6 75430 -15.78300 115.98100 9.45000 -1.89411 0.62957 0.03549 22.547 0.013 1.554 0.015 0.48754 -15.42861
6 75442 -15.75500 217.70900 10.30000 -1.40869 0.74265 0.03482 23.044 0.006 1.351 0.009 0.48754 -15.40036
6 75663 -15.21000 -68.26600 9.10000 -1.70672 1.20297 0.03768 22.579 0.015 1.159 0.018 0.48771 -15.47980
6 75664 -15.21000 -85.53300 9.80000 -1.64865 0.44751 0.03768 22.452 0.014 1.405 0.015 0.48771 -15.48458
6 4704 -15.09910 21.97370 8.80000 -1.96353 1.59479 0.03800 22.83 0.11 1.01 0.162788 0.4954442 -15.4699927
6 75849 -14.71800 217.61800 9.55000 -1.89611 0.67042 0.03482 22.393 0.012 1.440 0.014 0.48783 -15.40039
6 75947 -14.50300 -142.84599 9.80000 -1.64865 0.37644 0.08739 22.584 0.008 1.488 0.011 0.48792 -15.50050
6 76062 -14.25000 -88.24500 9.95000 -1.40170 0.43940 0.03768 22.422 0.010 1.381 0.012 0.48796 -15.48533
6 76096 -14.15000 -4.41500 9.35000 -1.96083 0.92738 0.03807 22.336 0.010 1.252 0.012 0.48800 -15.46206
6 4642 -13.87980 109.09200 10.10000 -1.40373 0.45730 0.03800 22.82 0.11 1.41 0.1253 0.4951055 -15.4941921
6 76253 -13.68000 166.52299 10.05000 -1.98582 0.72545 0.03482 22.615 0.010 1.337 0.013 0.48813 -15.41458
6 76607 -12.83300 69.67500 10.25000 -1.49838 0.63054 0.03721 22.823 0.012 1.396 0.014 0.48838 -15.44147
6 76613 -12.81900 186.05299 9.35000 -1.46006 1.06949 0.03482 22.712 0.009 1.228 0.012 0.48838 -15.40914
6 76624 -12.78600 155.40700 10.10000 -1.40373 0.09799 0.04549 22.494 0.007 1.560 0.010 0.48842 -15.41767
6 76752 -12.51200 5.09600 9.90000 -1.65055 0.45902 0.03807 22.582 0.007 1.394 0.010 0.48846 -15.45942
6 4546 -11.99520 -64.01990 9.20000 -1.96009 1.33957 0.03800 22.90 0.22 1.11 0.278029 0.4945820 -15.4461056
6 76989 -11.89900 230.93201 10.15000 -1.74028 0.63061 0.03482 22.660 0.007 1.390 0.010 0.48867 -15.39669
6 77013 -11.85500 14.34200 9.65000 -1.46417 1.01182 0.03721 22.898 0.011 1.259 0.013 0.48867 -15.45686
6 77112 -11.63500 -51.48400 9.15000 -1.45929 1.28722 0.03807 22.930 0.011 1.170 0.015 0.48875 -15.47514
6 77218 -11.34200 -78.69100 9.05000 -1.45695 1.32637 0.03768 22.802 0.013 1.137 0.015 0.48883 -15.48269
6 4515 -11.30330 -60.52750 9.55000 -1.46182 0.60261 0.03800 22.35 0.11 1.43 0.1253 0.4943898 -15.4470757
6 77247 -11.30000 76.64200 9.25000 -1.45921 1.10686 0.03721 22.678 0.007 1.215 0.010 0.48883 -15.43956
6 77250 -11.28500 -82.75700 9.85000 -1.72194 1.05626 0.03768 23.041 0.009 1.222 0.012 0.48883 -15.48383
6 77344 -11.04900 -33.67900 10.25000 -1.75312 0.67867 0.03807 22.853 0.009 1.402 0.011 0.48892 -15.47019
6 77372 -10.98600 -151.10201 10.20000 -1.49364 0.65814 0.03692 22.832 0.010 1.389 0.012 0.48892 -15.50281
6 77474 -10.75500 96.93600 9.80000 -1.46833 0.69983 0.03549 22.601 0.008 1.389 0.011 0.48900 -15.43392
6 4485 -10.66430 -34.95530 8.75000 -1.71469 1.29974 0.03800 22.33 0.06 1.11 0.0781025 0.4942123 -15.4541791
6 4481 -10.61930 16.88980 9.85000 -1.97454 0.91490 0.03800 22.79 0.10 1.28 0.141421 0.4941998 -15.4685805
6 4467 -10.34890 -65.02790 9.65000 -1.96721 0.90186 0.03800 22.60 0.15 1.28 0.174929 0.4941247 -15.4458256
6 4450 -10.09870 101.69900 10.05000 -1.98545 0.82390 0.03800 22.78 0.09 1.3 0.108167 0.4940552 -15.4921385
6 77779 -10.00600 -206.66000 10.05000 -1.40349 0.27534 0.05692 22.441 0.005 1.490 0.007 0.48921 -15.51825
6 77908 -9.69500 144.94400 9.45000 -1.46058 1.20032 0.03549 23.007 0.013 1.189 0.016 0.48929 -15.42058
6 78066 -9.30300 62.06200 10.20000 -1.99874 0.93757 0.03721 23.032 0.011 1.238 0.018 0.48942 -15.44358
6 78260 -8.81900 -250.63499 10.15000 -1.48899 0.38574 0.03435 22.480 0.007 1.537 0.008 0.48954 -15.53044
6 78450 -8.34800 207.05400 10.05000 -1.48100 0.47007 0.03482 22.523 0.008 1.497 0.010 0.48967 -15.40331
6 4377 -8.25048 -2.79036 9.50000 -1.96273 0.83761 0.03800 22.34 0.06 1.29 0.0781025 0.4935418 -15.4631138
6 78537 -8.15500 -115.21900 9.85000 -1.64992 0.39274 0.03768 22.495 0.008 1.378 0.010 0.48975 -15.49283
6 78538 -8.15500 128.88000 10.25000 -1.73812 0.73903 0.03549 22.875 0.013 1.340 0.017 0.48975 -15.42503
6 78566 -8.09100 130.05000 9.85000 -1.90020 0.72853 0.03549 22.803 0.007 1.438 0.011 0.48975 -15.42470
6 78633 -7.87800 -306.95401 10.05000 -1.73261 0.73035 0.03353 22.722 0.007 1.349 0.008 0.48979 -15.54611
6 4357 -7.79652 16.10530 10.10000 -1.40373 0.45730 0.03800 22.82 0.11 1.41 0.155563 0.4934157 -15.4683626
6 78684 -7.77600 14.00100 9.90000 -1.97564 1.07780 0.03721 23.026 0.010 1.197 0.015 0.48983 -15.45694
6 78722 -7.69200 240.39101 9.50000 -1.46223 1.11134 0.03387 22.965 0.014 1.232 0.018 0.48988 -15.39406
6 78748 -7.62900 157.27000 10.00000 -1.98113 0.82717 0.04549 22.781 0.009 1.311 0.013 0.48988 -15.41714
6 78752 -7.61700 -791.13800 9.95000 -1.65141 0.35426 0.03202 22.495 0.011 1.449 0.013 0.48988 -15.68058
6 78781 -7.54300 -123.01700 10.20000 -1.99996 0.85759 0.03768 22.901 0.009 1.273 0.012 0.48992 -15.49500
6 78839 -7.39800 136.49100 10.05000 -1.73317 0.91928 0.03549 22.992 0.014 1.271 0.018 0.48996 -15.42292
6 78936 -7.15200 -153.00500 10.30000 -1.75910 0.40974 0.03692 22.501 0.012 1.512 0.013 0.49004 -15.50333
6 78977 -7.06100 -372.32700 9.90000 -1.90118 0.88240 0.03353 22.968 0.007 1.337 0.008 0.49004 -15.56425
6 4317 -7.04952 172.12100 10.00000 -1.90024 0.30537 0.03800 22.99 0.12 1.55 0.138924 0.4932082 -15.5117003
6 79047 -6.89000 178.66901 10.20000 -2.00137 0.80709 0.03482 22.883 0.007 1.321 0.010 0.49008 -15.41119
6 79127 -6.65300 -36.12100 9.35000 -2.46408 1.40439 0.03807 23.031 0.011 1.060 0.016 0.49017 -15.47086
6 79141 -6.62400 16.79400 9.10000 -1.45806 1.21923 0.03721 22.758 0.011 1.182 0.014 0.49017 -15.45617
6 79191 -6.52100 -263.64700 9.85000 -2.47720 1.16341 0.03435 23.026 0.011 1.135 0.014 0.49021 -15.53406
6 79261 -6.33900 -356.48999 10.25000 -1.49954 0.71868 0.03353 22.919 0.005 1.363 0.007 0.49025 -15.55986
6 79275 -6.30800 324.68500 9.85000 -1.64992 0.42228 0.03327 22.521 0.010 1.362 0.011 0.49025 -15.37064
6 4282 -6.06096 18.33340 8.70000 -1.46620 1.64403 0.03800 22.91 0.13 1.03 0.176918 0.4929336 -15.4689815
6 4274 -5.94648 -38.04160 9.25000 -1.95956 0.95150 0.03800 22.27 0.05 1.24 0.0640312 0.4929018 -15.4533218
6 79515 -5.68500 145.64301 9.05000 -1.70658 1.54400 0.04549 23.110 0.014 1.063 0.018 0.49046 -15.42039
6 4249 -5.48136 79.45090 10.05000 -1.48085 0.11172 0.03800 22.23 0.06 1.74 0.067082 0.4927726 -15.4859586
6 79605 -5.45200 81.96400 10.00000 -1.47786 0.68692 0.03721 22.740 0.011 1.394 0.014 0.49050 -15.43806
6 79678 -5.29100 -172.26100 9.75000 -1.39683 0.32557 0.03692 22.570 0.012 1.514 0.014 0.49054 -15.50869
6 79710 -5.21800 -135.42799 9.05000 -1.45687 1.10973 0.08739 22.627 0.012 1.275 0.015 0.49058 -15.49844
6 79753 -5.13500 -205.66701 10.10000 -1.99039 0.84886 0.05692 22.890 0.014 1.304 0.015 0.49058 -15.51797
6 4237 -5.10120 28.22330 9.40000 -1.96080 0.78714 0.03800 22.18 0.09 1.31 0.108167 0.4926670 -15.4717287
6 4216 -4.68756 -67.81430 9.85000 -1.90020 0.50110 0.03800 22.59 0.12 1.57 0.138924 0.4925521 -15.4450516
6 4195 -4.42080 -20.05200 9.20000 -1.95840 0.83101 0.03800 22.04 0.05 1.29 0.0640312 0.4924780 -15.4583189
6 80100 -4.27700 -61.88800 10.15000 -1.74021 0.60008 0.03807 22.631 0.009 1.412 0.011 0.49083 -15.47803
6 80269 -3.82200 65.21300 9.85000 -1.47023 0.66412 0.03721 22.622 0.012 1.403 0.015 0.49100 -15.44272
6 80396 -3.48900 -684.00201 10.15000 -1.49090 0.50891 0.03251 22.658 0.009 1.486 0.012 0.49108 -15.65083
6 80508 -3.21700 257.47198 10.00000 -1.73141 0.80883 0.03387 22.836 0.013 1.338 0.015 0.49117 -15.38931
6 80637 -2.89400 -19.93300 9.30000 -1.46042 1.28997 0.03807 23.065 0.011 1.169 0.016 0.49125 -15.46636
6 80679 -2.78800 235.02000 9.10000 -1.70683 1.41053 0.03387 22.905 0.011 1.086 0.015 0.49129 -15.39556
